"Basin","Subbasin","Date","Year","Month","Avg_rainfall","Agency_name"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-07","2023","07","8.6805003847","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-08","2023","07","0.7298928367","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-09","2023","07","0.2061265359","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-10","2023","07","9.6654469373","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-11","2023","07","1.6015968977","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-13","2023","07","23.2140765155","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-12","2023","07","2.3647840098","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-14","2023","07","19.6071929863","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-15","2023","07","9.1413896278","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-16","2023","07","10.6257457515","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-17","2023","07","2.1518509628","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-18","2023","07","5.2302869937","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-19","2023","07","17.0223295128","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-20","2023","07","17.6071040235","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-21","2023","07","13.0734725251","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-22","2023","07","3.1884656296","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-23","2023","07","16.4776740419","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between Godavari and krishna","2023-07-01","2023","07","NA","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-02","2023","07","0.5285625897","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-03","2023","07","2.4177773796","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-04","2023","07","21.2863639319","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-05","2023","07","4.1943283667","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-06","2023","07","6.0234752562","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-07","2023","07","1.6771470826","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-08","2023","07","1.7044562901","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-09","2023","07","0.3511797232","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-10","2023","07","7.8443673686","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-11","2023","07","0.5117030409","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-13","2023","07","7.3649334757","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-12","2023","07","3.7995226685","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-14","2023","07","2.5307956712","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-15","2023","07","0.2393853314","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-16","2023","07","1.7561511463","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-17","2023","07","0.7560322296","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-18","2023","07","0.2907464212","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-19","2023","07","3.9655844632","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-20","2023","07","2.3313750503","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-21","2023","07","2.4018809558","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-22","2023","07","2.8317330717","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-23","2023","07","3.0035948598","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","East flowing rivers between krishna and Pennar","2023-07-01","2023","07","0.0088233616","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-02","2023","07","3.5096748229","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-03","2023","07","5.885746806","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-04","2023","07","12.3499746471","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-05","2023","07","6.2459050963","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-06","2023","07","23.0880726285","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-07","2023","07","4.0429571861","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-08","2023","07","2.4478349488","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-09","2023","07","0.3851069628","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-10","2023","07","1.2634008423","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-11","2023","07","13.7288539962","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-13","2023","07","6.9230756981","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-12","2023","07","13.5132347065","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-14","2023","07","3.4594426745","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-15","2023","07","2.5198223985","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-16","2023","07","5.2734707051","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-17","2023","07","11.667493321","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-18","2023","07","17.2673996453","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-19","2023","07","25.0297936373","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-20","2023","07","3.8613452936","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-21","2023","07","10.029024662","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-22","2023","07","7.252137479","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-23","2023","07","8.8867014599","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Nagvati and other","2023-07-01","2023","07","NA","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-02","2023","07","2.5932297562","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-03","2023","07","5.9632068084","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-04","2023","07","3.869634432","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-05","2023","07","2.2816544395","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-06","2023","07","14.3602305244","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-07","2023","07","5.8598001261","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-08","2023","07","11.6574621152","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-09","2023","07","1.578586942","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-10","2023","07","2.5050458968","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-11","2023","07","10.2302603209","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-13","2023","07","3.6215720411","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-12","2023","07","8.2709304699","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-14","2023","07","6.6066528186","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-15","2023","07","11.8142294798","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-16","2023","07","13.4316998312","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-17","2023","07","18.0170852183","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-18","2023","07","10.9059987899","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-19","2023","07","8.142634524","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-20","2023","07","9.9375090912","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-21","2023","07","17.1183564954","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-22","2023","07","7.6218058274","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-23","2023","07","14.3328877454","IMD GRID MODEL"
"East flowing rivers between Mahanadi and Pennar Basin","Vamsadhara and other","2023-07-01","2023","07","4.3797441834","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-02","2023","07","1.1865770084","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-03","2023","07","3.4709135676","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-04","2023","07","2.9030835046","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-05","2023","07","5.4128506005","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-06","2023","07","0.3996684486","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-07","2023","07","0.0365310083","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-08","2023","07","0.2293146676","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-09","2023","07","2.1063462588","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-10","2023","07","4.3039830417","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-11","2023","07","4.0052027015","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-13","2023","07","6.5520482142","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-12","2023","07","1.6041131802","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-15","2023","07","0.0008414738","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-14","2023","07","4.5483906116","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-16","2023","07","0.2262152767","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-17","2023","07","0.0610823415","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-20","2023","07","0.8462845309","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-18","2023","07","0.6723040447","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-19","2023","07","0.166319576","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-21","2023","07","0.5876635473","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-22","2023","07","NA","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-23","2023","07","4.1213901274","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Palar and other","2023-07-01","2023","07","0.4080318068","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-02","2023","07","0.2806438416","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-03","2023","07","1.8889607971","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-04","2023","07","0.8611325506","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-05","2023","07","1.0803880425","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-06","2023","07","0.4406053038","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-07","2023","07","0.2168470665","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-08","2023","07","0.1448559926","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-09","2023","07","3.7673329406","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-10","2023","07","0.4279778348","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-11","2023","07","21.3906583807","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-13","2023","07","0.8177699844","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-12","2023","07","2.0225128638","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-15","2023","07","0.6284694868","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-14","2023","07","3.0040806467","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-16","2023","07","0.0954443428","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-17","2023","07","2.4365827857","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-20","2023","07","0.0706304894","IMD GRID MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2023-07-18","2023","07","0.0141896361","IMD GRID MODEL"
